entry_id,seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
10539,1,yummy,,Food is yummy.,??? ???,????? ??? ??? ????,????? ????? ???,??,??????,lezzetli,Yemekler çok lezzetli.
10540,1,zest,,She has a great zest for life,?????,????? ??? ?????? ????? ?????? ??????,?? ?? ??? ????? ?? ??? ??? ???? ???,??,????????,lezzet,Büyük bir yasam sevinci var
10541,1,zag,,We travelled in a series of zigs and zags.,?? ??? ???,??? ???? ??????? ????? ?? ??? ??? ????? ,?? ?? ?? ??? ??? ?? ??? ????? ??? ??? ????,?,??????????????????,testere,Bir dizi zikzaklar ve zaglar halinde yolculuk ettik.
10542,1,"	zestful",,"A zestful player.
", ??????,??? ??? ?????? ????????,??? ????? ???????,???,??????????,neseli,Neseli bir oyuncu.
10543,1,        zilch,,They knew absolutely zilch about this work.,??????,???? ??? ??? ???? ???? ????? ?????? ????? ,?? ?? ??? ?? ???? ??? ????? ???? ???? ????? ????,???,????????????,hiç,Bu is hakkinda kesinlikle hiçbir sey bilmiyorlardi.
10544,1,zany,,A zany comedian., ???? ,???? ???? ???????,??? ???? ???? ?????,???,??????????,çilgin,Çilgin bir komedyen.
10545,1,zap,,It’s a computer game where you have to zap aliens with a laser.,??????,?? ???? ??? ??????? ??? ???? ???? ??? ???? ???? ??? ?????? ??????? ?,?? ??? ??????? ??? ?? ???? ?? ?? ???? ?? ??? ?????? ?? ??? ???? ???? ???,??,????????,????????????,zap,Uzaylilari lazerle yok etmeniz gereken bir bilgisayar oyunu.
10545,2,zap,,The flowers were zapped by the cold weather. ,?????,??? ??? ?????? ????  ????  ??? ??????,??? ???? ?? ???? ????? ??? ????,??,?????????????,zap,Soguk hava nedeniyle çiçekler solmustu.
10545,3,zap,,It's vital to zap stress fast.,??? ????,??????? ???? ??? ????? ???? ?????? ?????,"???? ?? ???? ?? ??? ???? ????? ???
",??,???????????,zap,Stresi hizli bir sekilde ortadan kaldirmak hayati önem tasiyor.
10546,1,zapper,,Do you have a bug zapper?,????? ?????? ????,????? ????? ????? ?????? ?????,"??? ?? ?? ??? ???? ????? ?? ??? ???
",???,???????,zapper,Böcek öldürücünüz var mi?
10547,1,zappy,,It was a zappy show.,?????? ???,??? ??? ???? ?????? ??? ????????,?? ??? ??? ????? ?? ????,???,????????????,zappy,Zappy bir gösteriydi.
10548,1,zeal,,She goes in with all the greater zeal. ,???,?? ???? ????? ????? ??? ????? ?????,?? ???? ??? ? ???? ?? ???? ???? ???? ???,??,????????????,gayret,Daha büyük bir sevkle içeri giriyor.
10549,1,zinc,, Zinc is required in seed production. , ???, ??? ??? ?????? ??? ??????? ????? ???????, ??? ?? ??????? ??? ??? ?? ????? ???,?,????????,çinko,Tohum üretiminde çinko gereklidir.
10550,1,zealot,,"He was forceful, but by no means a zealot. ",??? ??? ,??? ??? ?????? ? ???? ????? ??? ?????? ??? ??? ??? ??? ??? ?,?? ?????? ???? ???? ??? ??? ??? ?? ??? ??? ???? ????,???,????,???????????,fanatik,Güçlüydü ama kesinlikle fanatik degildi.
10551,1,Zippy,,The car is zippy around town., ???  ???????,??? ?? ???? ???? ???? ???  ??????? ?????,??? ??? ?? ?? ??? ??? ????? ???  ???,??,???????????,Zippy,Araba sehir içinde hizli hareket ediyor.
10552,1,Zoom,,Housing sales have zoomed in recent months.,??????,????? ??????  ???? ???? ??????? ???? ????? ???? ???????,????? ?????? ??? ?????? ?? ????? ??? ????? ??? ???,??,?????,?????????,Yakinlastir,Konut satislari son aylarda artis gösterdi.
10553,1,zealous,,The shop assistant is very zealous.,??? ??? ,??????? ??? ??? ??? ?????? ??? ????,???? ?? ??? ???  ??? ??? ??? ???,??,??????,gayretli,Magaza asistani çok gayretli.
10554,1, zebra,,Zebras and giraffes are found at a zoo.,?????,????? ??? ?????  ??? ???? ???? ???? ????? ??????,????? ??? ????? ???? ??? ??? ???? ???? ????,??,????????????,zebra,Hayvanat bahçesinde zebralar ve zürafalar bulunur.
10555,1, crossing zebra,,Zebra crossing helps people cross the road safely. ·,????? ?????? ,????? ?????? ??? ???? ?????? ?????? ????? ?????? ??? ????? ???? ??? ?????,????? ?????? ????? ?? ????? ????? ?? ??? ??? ???? ??? ??? ???? ???,??????,??????????????? ·,zebrayi geçmek,Zebra geçidi insanlarin karsidan karsiya güvenli bir sekilde geçmesine yardimci olur. ·
10556,1,Zippered,,He wore a running suit zippered up tight.,??? ?????? ????,???? ??? ???? ??? ??? ??? ?????? ???? ???????,?? ?? ??? ??? ???? ??? ?? ?? ??? ???? ?? ????,????,????????,???????,Fermuarli,Fermuari siki bir kosu kiyafeti giymisti.
10557,1, zebu,,He declared zebu meat to be fit for human consumption.,????? ,????? ???? ????? ??? ?????? ???????? ????? ??????,????? ?? ???? ?? ???? ?? ?????? ??????? ?? ??? ????? ???? ????,??,?????????????,zebu,Zebu etinin insan tüketimine uygun oldugunu ilan etti.
10558,1,zone,,She accidentally entered the danger zone.,??????,?? ???? ???? ??? ????? ??? ????? ?????,?? ???? ?? ???? ?? ????? ??? ???? ?? ????,?,????????????,alan,Yanlislikla tehlike bölgesine girdi.
10558,2,zone,,He got caught in the battle zone.,??????,??? ?????  ???? ????? ???? ?,?? ???? ???  ????? ???? ????,?,????????,alan,Savas alaninda yakalandi.
10558,3,zone,,This is a no-parking zone. ,???? ???? ????? ???,??? ???? ??? ???? ???? ????? ????,??  ??? ???? ???? ?? ??? ???? ???,?,????????,alan,Burasi park yasagi olan bölge.
10558,4,zone,,The area has been declared a disaster zone.,???,?????? ????? ??????? ??? ???? ??????,????? ?? ????? ??? ???? ??? ??? ???,?,???????????,alan,Bölge afet bölgesi ilan edildi.
10559,1,zenith,,The sun reaches its zenith at midday.,????,????? ??? ??????? ????? ????? ?????,???? ????? ?? ??? ???? ???? ?? ?????? ???,??,???????????,zirve,Ögle vakti günes doruga ulasir.
10559,2,zenith,,His career is now at its zenith. ,????,???? ???? ????????? ??? ????? ??????,?? ?? ???? ?? ???? ???? ?? ???,??,????????????,zirve,Su anda kariyeri zirvede.
10560,1,zeolite,,"Zeolites have several industrial applications, especially in waste water treatment. ",????????? ??? ????? ??,??????????? ??? ?????? ????? ????????? ??? ??? ????? ?? ??? ???? ?????,???????? ?? ??? ????? ??????? ???? ??? ??? ?? ???? ???? ?? ????? ????,??,?????????,???????????,zeolit,"Zeolitlerin, özellikle atik su aritiminda çesitli endüstriyel uygulamalari vardir."
10561,1,zephyr,,I feel very comfortable in the zephyr from the sea.,????,??? ????? ??????? ??? ???? ???? ?????? ???? ?? ????? ?????,??? ????? ?? ???? ?? ??? ???? ?? ????? ???? ????,??,???????????????,esinti,Denizden gelen esintide kendimi çok rahat hissediyorum.
10562,1,zoologist,,He is a zoologist by proffession., ???? ????????,??? ???  ?????  ???? ???? ???? ?????????,?? ???? ?? ?????? ?? ???? ??????? ????,????,??????????,zoolog,Kendisi meslegi itibariyle bir zoologdur.
10563,1,zero,, It's supposed to fall below zero tonight. ,?????,????? ??? ?? ??? ?? ???? ????? ????? ?????? ???? ,????? ???? ?? ?? ?? ??? ??? ?? ???? ?? ???? ???,?,?????????,sifir,Bu gece sifirin altina düsmesi bekleniyor.
10564,2,zero,, Two minus two equals zero.,????? ,?? ????? ?? ??? ????? ??? ?????? ?????, ?? ????? ?? ????? ????,?,???????,sifir,Iki eksi iki sifira esittir.
10565,1,zero defect,,The company makes billions of things with zero defects at a very low cost.,,????? ??? ?? ???? ?? ????? ?? ????? ???? ??? ???? ?? ????? ???,????? ??? ?? ???? ?? ????? ?? ????? ???? ??? ???? ?? ????? ???,???,???????????????????????,sifir kusur,Sirket milyarlarca seyi sifir kusurla çok düsük bir maliyetle üretiyor.
10566,1,zero hour,,The countdown to the zero hour has begun.,????? ????? ,????? ?????  ?????? ??????????  ??? ????? ???????,??? ????? ?? ???? ???? ???? ?? ??? ???,??,??????????,sifir saat,Sifir saate geri sayim basladi.
10567,1,zero tolerance,,"I have zero tolerance for such a pain.
",??????? ??? ??? ?????? ????? ???,????? ???? ????? ??? ??? ??? ?????? ??? ???????,???? ?? ??? ?? ??? ?? ??? ????? ??? ?????? ???? ???,???,?????????????,sifir tolerans,Böyle bir aciya tahammülüm sifir.
10568,1,zest,,His humor added zest to the performance.,??? ? ????,???? ????? ?????? ???? ??????????  ???? ??? ? ?????,?? ?? ???? ?? ???????? ??? ??? ? ????  ???? ????,??,?????????????,lezzet,Mizahi gösteriye lezzet katti.
10568,2,zest,,We entered into the sport with zest. ,??? ? ????,??? ???? ??? ? ???? ??? ????? ???? ??????,?? ??? ? ???? ?? ???? ???? ??? ???? ?????,??,????????????????,lezzet,Spora büyük bir keyifle girdik.
10568,3,zest,,Her zest for life is as great as ever. ,????? ,?????? ????? ????? ?????? ????? ??? ?????? ???????,????? ?? ??? ?? ?? ??? ????? ?? ??? ???? ???,??,????????????,lezzet,Yasama sevinci her zamanki gibi büyüktür.
10569,1,zestful,,"Her lively, zestful  performances have impressed many audiences.",,???? ?????? ???????? ?????? ???????? ?? ?????? ??????? ????????,?? ?? ??????? ?????  ???????? ?? ??? ?? ?????? ?? ????? ????,???,???????????????????????,neseli,Canli ve coskulu performanslari birçok izleyiciyi etkiledi.
10569,2,zestful,,It is zestful and brilliant., ??? ???,??? ??? ??? ??? ??? ?????? ?,?? ??? ???? ??? ?????? ???,???,???????,neseli,Zevkli ve zekice.
10570,1,zestfully,,He had zestfully planned a holiday in France in the summer. , ??? ???,???? ?? ??? ? ???? ??? ?????? ?????? ??? ????????  ?????? ???? ??????? ??????? ,?? ?? ??? ? ???? ?? ????? ??? ???? ???? ???  ????? ?? ?????? ????? ????,???,????????????????,zevkle,Yaz aylarinda Fransa'da bir tatil yapmayi büyük bir heyecanla planlamisti.
10571,1,zesty,,The drink has a zesty flavour. ,??????,???????? ?????? ??? ???????,????? ?? ????? ?????? ???,???,???????????,lezzetli,Içecegin lezzetli bir tadi var.
10571,2,zesty,,"When you eat a zesty lunch,you feel good.",??????,?????? ???? ???? ??? ?????? ??? ???????? ???? ??? ????? ?????,?? ?? ??? ?????? ????? ?? ????? ????? ???? ?? ?? ?? ???? ???? ???,???,???????????,???????,lezzetli,Lezzetli bir ögle yemegi yediginizde kendinizi iyi hissedersiniz.
10572,1,zig,,We zigged to the right.,?????,?? ????? ??????? ????,?? ????? ??? ??? ?????,???,?????????,zig,Saga dogru zikzaklar çizdik.
10573,1,zigzag,,The skier came down the slope in a series of zigzags.,,,?????? ?? ???? ?? ??? ????? ??? ?????? ?? ???? ????,???,????????????????,zikzakli,Kayakçi bir dizi zikzak çizerek yokustan asagi indi.
10574,1,zilch,,The character has zilch class?, ?????? ??? ,??????? ??? ??? ?????? ??? ?????,????? ??? ???? ???? ???? ???,???,???? zilch ?? –,hiç,Karakterin hiç bir sinifi yok
10575,1,zillion,,We had zillions of customers.,??????,??? ??? ?? ?????? ?????????,????? ??? ?????? ???? ????,??,?????????,zilyon,Milyonlarca müsterimiz vardi.
10576,1,zillionaire,,"""I'm not a zillionaire.",??? ???,??? ???? ??? ??? ????,"""??? ??? ??? ???? ????",????,“????????,milyoner,"""Ben bir zilyoner degilim."
10577,1,zincography,, He  worked in Zincography.,???? ??????,??? ??? ???? ?????? ???? ??? ?????,????? ?? ???? ?????? ??? ??? ????,????,?????????,çinkoografi,Çinkografi'de çalisti
10578,1,zing,,He was expected to add some zing to the team.,???,???? ??????  ?????? ?? ??? ??? ???? ???? ???? ??????? ??? ?????,?? ?? ???? ?? ????? ??? ?? ?? ??? ??? ??? ??? ???? ???? ???,?,????????????????,zing,Takima biraz enerji katmasi bekleniyordu.
10579,1,zinger,,Open a speech with a zinger,????? ?????,????? ???? ???? ??? ??????? ??????,????? ???? ?? ???? ????? ????,??,??????????,Zinger,Zinger ile bir konusmayi açin
10580,1,zinnia,,Desert zinnia is beautiful.,????,?????????? ???? ??? ??????????,???? ???? ??????? ???,???,?????????,Çinko,Çöl zinnia'si çok güzel.
10581,1,zip,,The zip on my shirt had broken.,???,?????? ??????? ????? ??? ?? ??????????,"???? ???? ?? ?????? ??? ???? ?? ?????? ??? ???? ??? ??? ????
",??,??????????,zip,Gömlegimin fermuari kirilmisti.
10581,2,zip,, Better zip your jacket; it's cold outside. ,??? ???? ????? ,????? ??? ???? ??? ?????? ?????? ??? ????? ?????? ???? ????,???? ?? ?? ???? ???? ?? ??? ??? ????? ???? ???? ??.,??,?????????;?????,zip,Ceketinin fermuarini kapatsan iyi olur; disarisi soguk.
10581,3,zip,,The birds zipped back and forth across the lake.,?????? ?????? ??? ????,??????? ??? ????? ????? ????? ??????,"????? ???? ?? ?? ??? ??? ??? ????
",??,???????????,zip,Kuslar gölün üzerinde ileri geri hareket ediyorlardi.
10582,1, zipless,,It is a zipless jacket.,????? ????? ????? ????,??? ??? ??? ????? ???? ??????,?? ??? ?? ?? ???? ???? ???,???,??????????,fermuarsiz,Fermuarsiz bir cekettir.
10583,1,zippy,,She likes young men and has zippy attitude.,??? ???? ???????,?? ?? ?????? ?????  ????? ???? ??? ???? ????? ????? ??? ??? ???? ????????  ??????,?? ?????? ????? ?? ???? ???? ?? ??? ?? ?? ???? ??? ?? ???????  ???,???,??????,?????,hareketli,Genç erkeklerden hoslaniyor ve hareketli bir tavri var.
10584,1,zircon,,This coating is frequently made from zircon and silicon.,?????,?? ????? ????  ???? ????? ??? ????? ???? ???????? ?????,?? ??? ???? ????? ??? ????? ?? ???? ???,??,??????????????,zirkon,Bu kaplama siklikla zirkon ve silikondan yapilir.
10585,1,zit,,He has a big zit on his forehead. ,???,???? ??????? ????? ????? ??? ???? ???.,?? ?? ????? ?? ??? ??? ????? ???,?,???????????,oturmak,Alninda büyük bir sivilce var.
10585,2,zit,,"Stress causes zits, there's no doubt.",???,????? ???? ??? ??? ????? ??? ???? ??? ??? ????? ??? ??? ?,???? ????? ?? ??? ???? ??? ?? ??? ???? ?? ?????,?,????,?????????,oturmak,"Stres sivilcelere neden olur, hiç süphe yok."
10586,1, zither,,My father can play the zither .,???????,???? ??? ?????? ??????? ???????,???? ???? ??????? ??? ???? ????,?,????????,kanun,Babam kanun çalabiliyor.
10587,1, zitherist,,He is a zitherist.,??????? ??????? ???,??? ??? ??????? ??????? ????,?? ??? ??????? ?????? ???? ???,?????,??????????,kanun uzmani,O bir kanun uzmanidir.
10588,1,zizz,, He felt refreshed after a good zizz . ,????????,????? ???? ???? ??????  ???????? ?????,?? ?? ??? ???? ???? ?? ??? ??????? ????? ????,????,?????????,????????,bir sik,Iyi bir ugultudan sonra kendini yenilenmis hissetti.
10589,1,zodiac,,The zodiac is divided in twelve segments.,???,??? ????? ???? ???? ???? ????? ??????,??? ?? ???? ???? ??? ????? ??? ??? ???,????,??????????,zodyak,Zodyak on iki bölüme ayrilmistir.
10590,1, zoetrope,,They got a zoetrope out there., ?????? ?,???? ???? ????? ??? ?????? ?,????? ???? ??? ?????? ?? ????,???,????????????,Zoetrop,Orada bir zoetrop var.
10591,1,zombie,,"His students usually sat there in the classroom like zombies
",?????,???? ????? ?????? ???? ?? ????? ????? ???? ???? ????? ????? ????? ??????,"?? ?? ????? ??? ??? ?? ???? ???? ??? ??? ????? ?? ??? ?????? ???
",??,????????????????,zombi,Ögrencileri genellikle sinifta zombi gibi oturuyorlardi
10592,1,zonal,,You will get your documents in zonal office.,  ???? ????,???? ????? ????? ????????   ???? ????? ?????,?? ?? ???? ????????? ???? ??? ??? ?? ????? ???,????,???????????????,bölgesel,Belgelerinizi bölge ofisinden alacaksiniz.
10593,1,zone,,Slow down your bus  in school zone.,?????,????? ????? ???? ??? ????? ??? ???? ?????? ?? ?,????? ?? ????? ??? ???? ?? ?? ????? ?? ?????,?,?????????????,alan,Okul bölgesinde otobüsünüzü yavaslatin.
10594,1,zone,,Tom advised Mary not to drive too fast in a school zone. ,?????,???? ????? ???? ????? ?? ??? ????? ??? ????? ???? ??? ????? ????? ??? ?????,??? ?? ???? ?? ????? ??? ?? ?? ????? ?? ????? ??? ????? ??? ???? ?? ??????,?,?????????????????,alan,Tom Mary'ye okul bölgesinde çok hizli sürmemesini tavsiye etti.
10595,1, zonation,,Five vegetation belts are defined according to vertical zonation.,,,???? ????? ?? ???? ????? ?????? ?? ????? ???? ??? ??? ????,??,?????????5?????,bölgeleme,Dikey bölgelemeye göre bes bitki örtüsü tanimlanmistir.
10596,1,zoo,, I work at the zoo.,???? ??,??? ???? ???? ??? ???? ??? ?????,??? ???? ??? ??? ??? ???? ????,??,????????,Güzel,Hayvanat bahçesinde çalisiyorum.
10597,1,zonule,,The wine cabinet is separated into 6 zonule.,?????,???? ???? ??????? ???? 6 ???? ???? ????? ????? ?????,???? ?? ??????? ?? 6 ???? ??? ????? ??? ??? ???,???,????6????,zonula,Sarap dolabi 6 bölgeye ayrilmistir.
10598,1,zonked,,Charley really zonked me.,????,?????? ???? ??? ???? ????? ?,????? ?? ????? ???? ??? ????,????,?????????,bölgelere ayrilmis,Charley beni gerçekten sasirtti.
10599,1,zonk,,I always just zonk out and sleep straight through.,??????? ??????? ?????,??? ???? ????? ??????? ??????? ????? ??? ???? ??? ????? ????????,????? ?????  ????? ???? ??? ?? ??? ????? ???? ????,??,??????????????,bölge,Her zaman disari çikip hemen uyurum.
10600,1, zoography,,He has very little knowledge of  zoography.,????????,????? ??? ????????? ?????? ??? ??? ????  ?,??? ???????? ?? ??? ?? ??? ???,???,??????????,zoografi,Zoografi konusunda çok az bilgisi var.
10601,1,zoological,,The birds were put on display at the zoological society.,???????? ,??????? ?????  ???????? ??????? ???? ??????? ????? ??????? ??????,?????? ?? ???????? ??????? ??? ????? ?? ??? ???? ??? ????,????,???????????,zoolojik,Kuslar zooloji derneginde sergilendi.
10602,1,zoology,,"But I had applied to university to read zoology.
", ??????,"???? ??? ????? ?????? ?????? ????? ????????? ???? ???????? ?
","???? ??? ?? ?????? ?? ????? ?? ??? ????????? ??? ??????? ?? ????
",???,?????????????,zooloji,Ama zooloji okumak için üniversiteye basvurmustum.
10603,1,zoom,,The camera zoomed in on the girl's face.,???,????? ??????? ????? ????? ??????? ????? ??? ?,???? ?? ???? ?? ????? ??? ????,??,??????????,yakinlastirma,Kamera kizin yüzüne yakinlasti.
10604,1,in zoom,,Sarah: Zoom in on the invite and print a copy.,???,????: ???? ???? ????? ??? ???  ??? ??? ???? ??? ?????,????: ???? ???? ?? ???  ???? ??? ??? ???? ???? ?????,??,??:???????????,yakinlastirmada,Sarah: Davetiyeyi yakinlastir ve bir kopyasini yazdir.
10605,1,zoomorphic,,Pottery decorated with anthropomorphic and zoomorphic designs?,,,????????????? ??? ??????? ???????? ?? ???? ??? ?? ?????,????,???????????????,zoomorfik,Antropomorfik ve zoomorfik tasarimlarla süslenmis çömlekler?
10606,1,zoomorphism,,Two bells have zoomorphic designs and are connected with cotton threads. ,,??? ?????? ????  ??? ??????? ?????? ??? ??? ??? ?????  ??? ???? ????? ?????,?? ??????? ??? ??????? ?????? ???? ??? ??? ?? ???? ?????? ?? ??? ???? ????,????,??????????,??????,yakinlastirma,Iki çan zoomorfik tasarima sahiptir ve pamuk ipliklerle baglanmistir.
10607,1,zoonotic,,The ebola virus is believed to be zoonotic.,?????? ??????,??? ??? ????? ?? ??? ?????? ????? ???? ??? ?????? ???????,???? ??? ???? ?? ?? ?????? ????? ?????? ?????? ???,?????,???????????????,zoonotik,Ebola virüsünün zoonotik olduguna inaniliyor.
10608,1,zoophobia,,The girl who had zoophobia didn't like animals,???????? ???? ??????,?? ???? ????? ???????? ???? ?????? ???? ??? ?????? ????? ?????,?? ???? ??? ???????? ?? ???  ??? ????? ???? ???? ???? ????,?????,???????????????,zoofobi,Zoofobisi olan kiz hayvanlari sevmiyordu
10609,1, suit zoot,,"Some people like the look of a zoot-suit, while others may prefer a long-waisted coat ",??? ???,??????? ???? ??? ??? ???? ??? ????? ????? ?????? ??????? ???? ??? ?????? ????? ???? ???? ????? ????? ?,??? ??? ??? ??? ?? ??? ?? ???? ???? ???? ???? ??? ??? ???? ??? ???? ??? ?? ????? ???? ????,????,????????????,??????????????,takim elbise,"Bazi insanlar zoot takim elbisenin görünümünden hoslanirken, digerleri uzun belli bir paltoyu tercih edebilir"
10610,1,zootomy,,In 1857 he was appointed professor of zootomy.,??????,1857??? ???? ?????? ??? ?????? ???? ??????? ????? ????? ?????,1857 ??? ????? ?????? ?? ??????? ???? ??? ????,?????,1857?,?????????????,hayvan anatomisi,1857'de zootomi profesörü olarak atandi.
10611,1, zoster,,There appeared herpes zoster on my back. , ????? ,?????? ?????? ????? ???? ???? ?????  ??????,???? ???? ?? ???? ?? ??????  ?????? ????,????,????????????,zoster,Sirtimda herpes zoster çikti.
10612,1,zounds!,,I was zounds to see you like this.,?????,??? ????? ???? ???? ???? ?????? ??????,??? ?? ?? ?? ??? ?????? ?? ????? ????,?!,????????????,Zounds!,Seni böyle görmeye çok sevindim.
10613,1, zwieback,, zwieback is very crispy.,??????  ,??????  ??? ?????? ???? ?,?????? ??? ????? ???,????,zwieback????,zwieback,zwieback çok çitir.
10614,1,zucchini,,Just rinse off the zucchini and dry it., ?????, ????? ????? ???? ??? ???  ??? ?,??? ????? ?? ???? ???? ??? ??? ??? ?????,???,?????????????,kabak,Sadece kabaklari durulayin ve kurulayin.
10615,1,zygodactyl,,All parrots are zygodactyl., ??? ????? ???? ???????,???? ????? ??? ??? ????? ???? ??????? ?????,???? ???? ??? ???? ???? ????? ????,???,??????????,zigodaktil,Bütün papaganlar zigodaktildir.
10616,1,invendible,,Products are invendible  for customers.,???????? ????,?????????? ??? ???????? ???? ????????? ??????,??????? ?????? ?? ??? ?????? ???? ????,?????,?????????????,icat edilemez,Ürünler müsteriler için icat edilemez.
10617,1,invent,,But I didn't invent it myself., ??????,???? ??? ???? ??? ??? ?????? ???????,???? ??? ?? ??? ??? ????? ???? ????,??,???????????,icat etmek,Ama bunu kendim icat etmedim.
10618,1,invented,,When was the camera invented?, ??????,????? ??? ????? ???????,????? ?? ????? ????,???,???????????,icat edilmis,Fotograf makinesi ne zaman icat edildi?
10619,1,invention,,Books were written by hand before the invention of printing., ??????, ????? ???  ?????? ???????? ?? ???????  ??? ???? ?????? ??????, ????? ?? ????? ?? ???? ?????? ???? ?? ???? ???? ?????,??,????????,??????????,bulus,Matbaanin icadindan önce kitaplar elle yaziliyordu.
10620,1,inventor,,Alexander Graham Bell is the inventor of the telephone., ??????,????????? ????? ??? ??? ???????  ?????? ???? ??? ?,????????? ????? ??? ??????? ?? ????? ???? ??? ???,???,????·????·??????????,mucit,Alexander Graham Bell telefonun mucididir.
10621,1,inventive,,Tom is inventive ., ???????,??? ??? ????????,??? ??????? ???,????,????????,yaratici,Tom yaraticidir.
10622,1,inventory,,We made an inventory of the library's collection.,??????? ,??? ????? ???????? ???? ?????? ?????  ??????? ?,?? ?? ???????? ?? ?????? ?? ????? ??????,??,???????????????,envanter,Kütüphane koleksiyonunun envanterini çikardik.
10623,1,inveracity,,In his story there was invericity., ????????,???? ????? ?????? ???? ?? ?????????,?? ?? ????? ??? ???????? ????,???,?????????????,dogruluk,Hikayesinde terslik vardi.
10624,1,inverse,,A person’s wealth is often in inverse proportion to their happiness.,?????,???? ?????? ????? ???? ???? ?????? ???? ??? ????? ?????,??? ??? ?? ???? ???? ?? ?? ???? ?? ????? ???? ???,?,??????????????????,ters,Bir kisinin zenginligi çogu zaman mutluluguyla ters orantilidir.
10625,1,inversely,, Pressure varies directly with temperature and inversely with volume. ,,,???? ???? ????? ?? ???? ???? ???? ??? ??? ?? ???? ???? ????? ???? ???,??,????????,???????,ters,"Basinç, sicaklikla dogru, hacimle ters orantili olarak degisir."
10626,1,invert,, Invert the cake onto a cooling rack.,??????,??? ???? ????? ???? ????? ???????,??? ?? ????? ??? ?? ??? ????,??,???????????,ters çevirmek,Pastayi sogutma rafina ters çevirin.
10627,1,inverted,,He inverted the glass and the water ran out. ,??????,???? ???? ?????? ????? ??? ?? ???? ???????,?? ?? ???? ?? ???? ??? ??? ???? ???? ????,?,????????,???????,ters çevrilmis,Bardagi ters çevirdi ve su akti.
10628,1,inverter,,"Normal domestic appliances can be powered using an inverter.
",??????,"??? ???????? ???? ??? ?????? ??? ???????? ?????? ???? ???? ?????
","??? ?????? ???? ?? ?????? ?? ??????? ???? ???? ???? ?? ?????? ???
",???,????????????????,invertör,Normal ev aletleri bir invertör kullanilarak çalistirilabilir.
10629,1,invertebrate,," The science teacher wanted us to study the snail, an invertebrate animal. ",,,????? ?? ????? ????? ??? ?? ?? ??????? ?? ?????? ????? ??? ?? ???? ??????,?????,???????????,????????,omurgasiz,Fen bilgisi ögretmeni omurgasiz bir hayvan olan salyangoz üzerinde çalismamizi istedi.
10630,1,invest,,The best time to invest is now.,??????? ????? ,??????? ??????? ????? ???????? ??? ??? ????  ?,?????? ???? ?? ?????? ??? ?? ???,??,????????????,yatirim,Yatirim yapmak için en iyi zaman simdidir.
10631,1,investor,,"Finding these investors can be challenging.

",??????? ?????  ????,??????? ?????  ???? ??????? ??? ?????? ????? ,"?? ?????? ????? ?? ???? ???? ???? ?????? ???

",???,???????????????,yatirimci,Bu yatirimcilari bulmak zor olabilir.
10632,1,investigate,,A murder was reported and the police were sent to investigate.,????? ?????? ?????? ,?????? ??? ???? ???? ??? ?????? ?????? ????? ?????? ?????? ,??? ?? ????? ??? ??? ????? ?? ????? ?? ??? ???? ??? ????,??,???????????,????????,arastirmak,Bir cinayet ihbari yapildi ve sorusturma için polis gönderildi.
10633,1,investigative,, Investigative journalism plays an important part in disclosing wrongdoing and hypocrisy.,???????,??????? ????? ??? ??? ?????? ??? ??????? ?????  ????? ???? ??? ??? ????? ??? ?????, ?????? ????? ??? ????? ??? ?????? ?? ???? ???? ??? ??? ??? ????? ??? ???? ???,????,?????????????????????????,arastirmaci,"Arastirmaci gazetecilik, yanlislarin ve ikiyüzlülügün ortaya çikarilmasinda önemli bir rol oynuyor."
10634,1,investigation,,"We're under investigation.
",??????,???? ??? ?????? ?????,"?? ??? ????? ????
",??,?????????,sorusturma,Sorusturma altindayiz.
10635,1,investigating,,The police are still investigating the murder.,??????,?????? ??? ???? ??? ??????  ?????? ?????,????? ???? ??? ?? ??? ?? ??????? ?? ??? ???,??,????????????,arastirmak,Polis cinayetle ilgili sorusturmayi sürdürüyor.
10636,1,investigator,,I was an investigator.,?????? ???,??? ????? ??? ?????? ????,??? ????? ??? ????,???,????????,arastirmaci,Ben bir arastirmaciydim.
10637,1,investiture,,The investiture of the new president will take place this evening. ,??????,???? ????? ?????  ?????? ???? ?? ???? ?,??? ??? ?? ????? ?? ??? ?????,????,???????????????,üniforma,Yeni baskanin göreve atanmasi bu aksam gerçeklesecek.
10638,1,investment,,He has made a $1 million investment in the company. ,,???? ?????  $1 ????  ???????  ????? ?????,?? ?? ????? ??? $1 ???? ?? ?????? ???? ?? ???,??,???????? 100 ????,yatirim,Sirkete 1 milyon dolar yatirim yapti.
10639,1,inveterate,, He is an inveterate gambler., ????,??? ??? ??? ???? ?????, ?? ??? ??? ????? ???,????,??????????,istekli,Kendisi tutkulu bir kumarbazdir.
10640,1,inveteracy,,The weeds were very persistent,?????,????? ?? ?????? ??????,??????? ??? ????? ?????,????,??????,aliskanlik,Yabani otlar çok inatçiydi
10641,1,invidious,,Police officers fear invidious comparisons. ,??????,?????? ????? ??? ??????  ??????? ??????,????? ?????? ?????? ?????? ?? ???? ????,?????,???????????????,kiskanç,Polis memurlari haksiz karsilastirmalardan korkuyor.
10642,1,invigilate,,He was asked to invigilate next week.,??????,????? ?????? ??????? ?????? ?????? ????? ??????,??? ???? ???? ????? ???? ?? ??? ????,??,?????????,dikkat,Gelecek hafta nöbetçi olmasi istendi.
