seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
1,week,,I worked a lot this week.,?????,??? ??? ??? ???? ????? ????,??? ?? ?? ???? ??? ??? ????,??,?????????,hafta,Bu hafta çok çalistim.
1,weekend,,The office is closed this weekend.,????? ????,???? ??? ?????? ????? ??? ???? ????? ?????,"???? ?? ???? ?? ??? ??? ??? ???
",??,?????????,hafta sonu,Ofis bu hafta sonu kapali.
1,weeklong,,At least 300 people were killed during the weeklong riots.,????? ?????,"?????? ???? ???? ???? ???? ?????? ????? ????? ????? ?? ?? 300 ??? ?????
","???? ??? ?? ???? ???? ???? ?????? ?? ????? ?? ?? ?? 300 ????? ???? ????
",????,??????????? 300 ????,hafta boyu,Bir hafta süren ayaklanmalarda en az 300 kisi öldürüldü.
1,weekly,,The group meets weekly.,???? ???? ???? ????? ?????? ?????,????? ???? ???? ???? ???? ???? ???????,????? ???? ??? ??? ??? ?????? ???? ???,??,????????????,haftalik,Grup haftalik olarak toplanir.
1,ween,,When should I start weaning my baby?,??? ??? ????,??? ?? ??? ?????? ??? ??? ??? ?????,"???? ???? ??? ?? ???? ??????? ?? ???? ???? ??????
",??,???????????????,küçük,Bebegimi ne zaman sütten kesmeye baslamaliyim?
1,weeny,,The slice of the apple is weeny.,?????? ?????? ?????? ???,??????? ??? ??? ?????? ??????,"??? ?? ???? ??? ?? ???
",??,??????,küçük,Elmanin dilimi ufacik.
1,weeping,,He was weeping because he had pain in his leg.,????,??? ??? ???? ??????? ????? ?? ?????? ???,?? ?? ??? ??? ?????? ?? ?? ???? ??? ??? ????,??,?????????,aglayan,Bacagi agridigi için agliyordu.
2,weeping,,The little girl is weeping.,???? ?????,????? ???? ???? ???? ??????,"????? ??? ???? ??? ??? ???
",??,???????,aglayan,Küçük kiz agliyor.
1,weepy,,Her eyes were red and weepy.,??????,???? ?????? ???? ???? ?????? ??? ????????,"?? ?? ?????? ??? ??? ???? ???? ?????
",???,??????????,aglamakli,Gözleri kirmizi ve aglamakliydi.
1,weigh,,He used a scale to weigh the bananas.,??? ????,???? ??? ???? ??? ????? ????? ?????? ?????????,?? ?? ???? ?? ??? ???? ?? ??? ??? ?????? ??????? ????,??,???????????,tartmak,Muzlari tartmak için terazi kullandi.
2,weigh,,Can you weigh the pototoes?,?????,?? ??????? ???? ????????,"??? ?? ??? ??? ???? ????
",??,????????????,tartmak,Patatesleri tartabilir misin?
3,weigh,,"She spoke very slowly, weighing what she would say.",??? ????,???? ??? ?????? ???? ???? ???? ??? ???? ?? ?? ??? ??? ?????,"?? ??? ????? ????? ???? ???? ??? ?? ?? ??? ??? ???
",??,?????,????????,tartmak,Ne söyleyecegini tartarak çok yavas konusuyordu.
1,weigh down,,She was weighed down by the responsibility of looking after her sisters.,?????? ?????? ?????? ????,?? ?? ??????? ??????? ?????? ???? ????? ??? ??? ???? ???? ?????? ???????,"?? ???? ????? ?? ???? ???? ?? ??? ???? ?? ?? ??? ????
",????,????????????,agirlik vermek,Kiz kardeslerine bakma sorumlulugu ona yüklendi.
1,weigh in,,You should weigh your words before speaking anything.,???? ??? ???????,??????? ??? ?????? ??????? ???? ??????? ???? ?? ???? ??? ????????,??? ??? ???? ?? ???? ???? ????? ?? ??? ?? ???????,??,?????????????????,tartmak,Herhangi bir sey konusmadan önce kelimelerinizi tartmalisiniz.
1,weighed,,The separation weighed on both of them. ,???????? ??? ????,?????? ???? ??? ?????? ???????? ????,"????? ?? ?? ????? ?? ??? ??? ????
",??,?????????????????,tartilmis,Ayrilik her ikisine de agir geliyordu.
1,weight,, The dam burst under the weight of water.,???,???? ??? ???? ???? ????? ?????,"???? ?? ???? ?? ??? ??? ????
",??,????????????,agirlik,Baraj suyun agirligi altinda patladi.
2,weight,,She gained a lot of weight during her pregnancy.,???,?????? ??? ????? ???? ??? ????? ?????? ??? ?????????,??? ?? ????? ?? ?? ??? ??? ??? ??? ????,??,??????????????,agirlik,Hamileligi sirasinda çok kilo aldi.
1,weightless,,It is weightless bucket you can lift it.,????? ????,??? ??? ????? ???? ??????? ?? ?????? ??? ???????,?? ?? ??? ????? ?? ?? ?? ?? ???? ???? ????,???,????????,???????,agirliksiz,Kaldirabileceginiz agirliksiz bir kovadir.
2,weightless,,Man is weightless in space.,??? ???,?????? ??? ?????? ???? ??? ??? ?????,"????? ??? ??? ??? ??? ???? ???
",???,??????????,agirliksiz,Insan uzayda agirliksizdir.
1,weighty,,Those are weighty arguments in your favor.,??? ???,??? ??? ???????? ??? ???? ??? ??? ??? ?,?? ?? ?? ?? ??? ??????? ??? ?????? ????,?,??????????????,agir,Bunlar sizin lehinize agir argümanlar.
1,weir,,A weir was built across the river to control the flow of water .,????,???? ????? ???? ????? ????? ??? ??????? ????? ????? ??? ???? ??????? ?????,???? ?? ???? ?? ?????? ???? ?? ??? ???? ?? ??? ??? ????? ????? ??? ????,?,????????????,savak,Suyun akisini kontrol etmek için nehrin karsisina bir savak insa edildi.
1,weird,,It was a weird sensation.,?????,??? ??? ??? ????? ??????,?? ??? ???? ?? ????? ????,???,??????????,garip,Tuhaf bir duyguydu.
2,weird,,Something weird happened last night., ???? ? ????,??????? ??? ????? ????????  ???? ? ?????,?????? ??? ??? ???? ? ???? ????,???,?????????????,garip,Dün gece tuhaf bir sey oldu.
3,weird,,It was a weird old house.,???? ??? ?????? ???,??? ??? ???? ??? ?????? ??? ??? ???? ?????,"?? ???? ?? ????? ?? ??? ??? ????? ??? ????
",???,???????????,garip,"Tuhaf, eski bir evdi."
1,weirdly,,She was dressed weirdly.,????? ?????,????? ??? ????? ????? ???? ???????,?? ???? ??? ?? ????? ????,???,???????,garip bir sekilde,Garip bir sekilde giyinmisti.
1,weirdo,,That guy is a real weirdo.,?????? ????,??? ????? ???? ???? ????? ??????,?? ???? ????? ??? ???? ???,??,?????????,tuhaf,Bu adam gerçekten tuhaf bir adam.
1,welch,,He always welchs on his bets.,???? ????? ?? ????? ???? ?????? ?????,??? ??? ?????? ??????? ???? ????? ???? ????? ?? ?????,?? ????? ???? ???? ?? ??? ??? ?? ??? ???? ?????,???,???????????,hosçakal,Her zaman bahislerine güvenir.
1,welcome,,He's a bright student who welcomes a challenge.,??? ???? ????,??? ??? ??? ????? ?????? ??? ??? ??????? ??? ???? ??? ?????,?? ??? ?????? ???? ??? ?? ?? ?????? ?? ??? ???? ???? ???,??,?????????,???????,Hos geldin,"O, zorluklari memnuniyetle karsilayan parlak bir ögrencidir."
2,welcome,,She was there to welcome him.,???????? ????,?? ?? ???? ???? ????? ???????? ????? ??????,?? ?? ?? ??????? ?? ??? ???? ????? ????,??,????????,Hos geldin,Onu karsilamak için oradaydi.
3,welcome,,His suggestion was welcomed by everyone.,???? ??? ?????,???? ????? ???? ???? ?????? ???? ????,"?? ?? ????? ?? ?? ???? ?? ??? ???
",??,?????????????,Hos geldin,Önerisi herkes tarafindan memnuniyetle karsilandi.
1,weld,, He was welding on top of the roof.,????????? ??? ?????,??? ??? ???? ?????? ???? ????????? ??? ??????,"?? ??? ?? ???? ???? ?? ??? ?? ??? ????
",??,?????????,kaynak,Çatinin üstünde kaynak yapiyordu.
2,weld,,We welded the beams together.,??? ???? ???? ????,???? ???? ???? ??? ???? ?????,?? ?? ????? ?? ??? ?? ?????,??,???????????,kaynak,Kirisleri birbirine kaynakladik.
1,welder,,I'm a skilled welder.,??????? ???? ???? ??? ???,??? ???? ??? ????? ??????? ???? ???? ??? ????,??? ??? ??? ??? ????? ??? ????,??,??????????,kaynakçi,Ben yetenekli bir kaynakçiyim.
1,welfare,,Our only concern is the children's welfare.,?????? ???????,???? ????? ????? ???? ??? ????? ??????,????? ???? ??? ??? ???? ?? ???? ? ????? ???,??,???????????????,refah,Tek kaygimiz çocuklarin refahidir.
1,well,,An enemy’s mouth seldom speaks well.,????,????? ?????? ???? ??? ??? ????? ????? ???? ??????,"???? ?? ??? ??? ? ???? ?? ???? ????? ???
",???,??????????,Peki,Bir düsmanin agzi nadiren iyi konusur.
2,well,,His family was very well .,???,???? ?????? ???? ??? ?????? ????,?? ?? ?????? ??? ???? ????,???,?????????,Peki,Ailesi çok iyiydi.
3,well,,There is not much water in the well.,?????,?????? ???? ??? ??? ????? ???,"????? ??? ????? ???? ???? ???
",???,????????,Peki,Kuyuda fazla su yok.
4,well,,The whole team played well.,???? ?????,?????? ?????? ??????? ???? ??????,"???? ??? ?? ???? ??? ?? ??????
",???,?????????,Peki,Bütün takim iyi oynadi.
5,well,,He handled the situation very well.,??????? ??????,???? ??????? ?????? ??? ??????? ???????,"?? ?? ??????? ?? ??? ??? ?? ????????
",???,????????????,Peki,Durumu çok iyi idare etti.
1,well advised,,He was well advised before the meeting.,???? ????? ????? ?????,?????? ??????? ??? ????? ???? ????? ????? ????? ?????,"?????? ?? ???? ????? ???? ??? ?? ????? ??? ??? ????
",?????,??????????????,iyi tavsiye,Toplantidan önce kendisine çok iyi bilgi verildi.
1,well appointed,,The hotel has ten well appointed meeting rooms.,???? ????? ????? ???? ????? ????,????? ???? ??? ?? ???? ????? ???? ???????? ????? ??????,"???? ??? ???? ??? ?? ???? ?? ??????? ?????? ?? ???? ????
",????,???????????????,iyi dösenmis,Otelde iyi donanimli 10 toplanti odasi bulunmaktadir.
1,well balanced,,His response was well balanced.,????? ????,???? ????? ???? ??? ?????,"?? ?? ???? ???? ????
",????,????????,iyi dengelenmis,Yaniti oldukça dengeliydi.
1,well behaved,,The children were well behaved.,?? ?????? ???? ???,???? ??? ?? ??????,"???? ??? ????? ????
",????,?????????,iyi huylu,Çocuklar iyi davrandilar.
1,well being,,I am worried about your well-being .,???????? ?????,??? ???? ????? ??????? ????? ??????,???? ?? ?? ??? ?????? ?? ??? ???,??,????????,refah,Sagliginiz konusunda endiseleniyorum.
1,well bred,,A well-bred person is very polite and has good manners.,???? ??? ???? ???? ?????? ???,??? ???? ??? ??? ??? ??? ?????? ???????? ??? ???? ??? ??????? ??? ?????,??? ???? ????? ????? ??? ??? ???? ??? ???? ????? ???? ???? ???,????,???????????,???????,iyi yetistirilmis,Iyi yetismis bir insan çok kibar ve güzel ahlaklidir.
1,well built,,It is a well-built modern town.,???? ????? ????? ????? ????,??? ??? ??? ???? ????? ?????? ????? ???? ???? ????,?? ??? ???? ??? ?? ????? ??? ???? ??? ???,????,???????????????,iyi insa edilmis,Iyi insa edilmis modern bir sehirdir.
1,well connected,,She is well connected socially.,???? ???,?? ???? ????? ??? ???? ????????,"?? ????? ??? ?? ????? ???? ???
",????,?????????,iyi baglanmis,Sosyal olarak iyi baglantilari var.
1,well disposed,,The company is well disposed to the idea of partnership.,????? ?? ???????? ????? ??? ????,?????? ??? ???????? ??? ????? ???? ???????? ?????,????? ?? ????? ???? ?? ???? ?? ???? ???????? ?????? ???,???,????????????????,iyi düzenlenmis,Sirket ortaklik fikrine oldukça sicak bakiyor.
1,well done!,,"Well done, we are proud of you.",?????,?????? ???? ??? ????? ????? ????,??? ???? ???? ?? ?? ??? ???,???!,???,?????????,tebrikler!,"Aferin, seninle gurur duyuyoruz."
1,well dressed,,She was dressed well.,??? ???? ??????,?? ?? ??? ???? ???????,?? ???? ???? ???? ???? ????,????,??????,iyi giyimli,Iyi giyinmisti.
1,well earned,,This is a well earned money.,??????? ???? ????? ???????? ????,??? ??? ??????? ???? ????? ????? ???? ???????,"?? ???? ?? ????? ??? ???? ???
",???,??????????,iyi kazanilmis,Bu iyi kazanilmis bir paradir.
1,well endowed,,The city is well endowed with modern medical facilities.,???? ????? ??? ????? ????,??? ??? ??? ???? ????? ??? ????? ????? ??? ???? ????????? ???? ???????,?? ??? ???? ??? ?? ??? ?? ?? ???? ??? ??????? ?? ?????? ???,????,???????????????,iyi donatilmis,Sehir modern tibbi tesislerle iyi bir sekilde donatilmistir.
1,well established,,It was a well-established company.,???? ????? ?????,??? ?? ??? ???? ????? ????? ??????,?? ??? ???? ??? ?? ???? ????? ????,???,????????????,iyi kurulmus,Köklü bir sirketti.
1,well favoured,,It was well flavoured dish.,???? ??? ???,??? ??? ??? ???? ??? ??? ??????,?? ??? ???? ????? ??? ?????? ????,????,???????????,iyi tercih edilen,Iyi aromali bir yemekti.
1,well fed,,They are well-fed and well clothed.,???? ????? ?????? ?????,??? ??? ???? ????? ?????? ????? ??? ???? ????? ???? ???????,?? ???? ??? ?? ????? ???? ???? ??? ???? ???? ???? ???.,???,?????,????,iyi beslenmis,Iyi besleniyor ve iyi giyiniyorlar.
1,well formed,,Her hands and feet are small and well-formed.,???????? ???? ????? ??????,???? ?????? ???? ???? ??? ?????? ??? ?????????,?? ?? ???? ???? ????? ??? ??? ????? ????,????,???????,???????,iyi biçimlendirilmis,Elleri ve ayaklari küçük ve biçimlidir.
1,well groomed,,Keep yourself well groomed.,???? ????? ????? ??? ????,????? ??? ?????? ???? ????? ?????,"???? ?? ?? ???? ??? ?? ???? ??????
",????,????????????,bakimli,Kendinizi bakimli tutun.
1,well grounded,,I do not believe those fears are well grounded.,?????? ???? ?????,??? ???? ??? ????? ??? ??? ??? ?????? ?????,???? ???? ???? ?? ?? ????? ??????? ????? ?? ???,???,??????????????,iyi topraklanmis,Bu korkularin saglam temellere dayandigina inanmiyorum.
1,well informed,,They kept me well-informed about her condition.,???? ????? ????,???? ??????? ??? ???? ????? ???? ??????? ????? ?????? ?????,????? ?? ???? ?? ?? ???? ?? ???? ??? ???? ????,????,?????????????,iyi bilgilendirilmis,Durumu hakkinda beni bilgilendirdiler.
1,well known,,He is well known as police officer.,?????? ??????? ????? ???,??? ??? ?????? ???? ??????? ???? ?????? ??????,?? ????? ???? ?? ??? ?? ???? ??????? ???? ????,?????,?????????,iyi bilinen,Polis memuru olarak taniniyor.
1,well mannered,,He was well mannered and required little supervision.,???? ?????? ???,??? ??? ???? ?????? ??? ??? ???? ?????? ?? ??? ????? ????? ??????,?? ???? ??? ??? ??? ??? ??? ?? ?????? ?? ????? ????,???,?????,????????,iyi huylu,Iyi huyluydu ve çok az denetime ihtiyaç duyuyordu.
1,well manneredness,,His well manneredness attracted everyone.,"??? ???????
","???? ?????? ??? ??????? ???? ???? ??????
",?? ?? ??? ???? ?? ?? ?? ???? ??? ????? ????,??,?????????????,iyi huyluluk,Onun iyi huylulugu herkesin dikkatini çekti.
1,well organised,,"There is a stable, well-organized political system in his state.",???????? ????,???? ??????? ??????? ???? ??? ??? ??????? ??????? ?????? ??????,??? ?? ????? ??? ??????? ???? ????? ???? ???,????,???????????????????,iyi organize edilmis,"Eyaletinde istikrarli, iyi organize edilmis bir siyasi sistem var."
1,well read,,"He was a very well-read, thoughtful man.",??????? ?????????? ?????,??? ??? ?????? ??????? ?????????? ???? ????? ??? ????,?? ??? ???? ????????? ??? ???? ???? ???? ???? ????,???,????????????????,iyi oku,"Çok okumus, düsünceli bir adamdi."
1,well set,,He's very well set for the second half of the year.,???? ????? ????? ?????? ??? ???????,??? ??? ???? ??? ?????? ???? ????? ?????? ???? ????? ?????,?? ??? ?? ????? ??? ?? ??? ??? ???? ??? ?? ???? ???,????,????????????????,iyi ayarlanmis,Yilin ikinci yarisina çok iyi hazirlandi.
1,well strung,,I don't know him personally yet but he is well strung.,?????? ?????? ?? ??????,??? ???? ??? ??? ????? ???? ??? ??? ??? ??? ?????? ???????,??? ???? ?? ??? ???? ??? ?? ???? ????? ???? ?? ??? ????? ???,????,????????,???????,iyi gergin,Henüz onu kisisel olarak tanimiyorum ama oldukça gergin.
1,well watered,,Their garden is always well watered.,???? ????? ?? ???? ??????,???? ????? ??? ??? ?????? ???? ????? ?? ???? ?????? ?????,"?? ?? ??? ????? ??????? ???? ???
",????,????????????,iyi sulanmis,Bahçeleri her zaman iyi sulanir.
1,wellborn,,"Only the well-born, the rich or the talented attended this school.",???????,??? ?????? ???? ??? ????? ????????? ?????? ??? ?????? ????????,?? ????? ??? ??? ???? ???? ???? ?? ??? ??? ?? ????? ????,?????,????????????????????????,iyi dogmus,"Bu okula yalnizca soylular, zenginler ve yetenekliler giderdi."
1,wellness,,He talks about health and wellness.,??????? ??????? ,??? ??? ??? ??? ?????? ?????? ???? ?????,?? ??? ??? ??????? ?? ???? ??? ??? ???? ???,??,?????????,saglikli yasam,Saglik ve saglikli yasamdan bahsediyor.
1,wellspring,,There was a wellspring of courage within her.,?? ????? ??? ??????,????? ????? ??? ??????? ?? ????? ??? ???????,?? ?? ???? ??? ?? ??? ?? ?? ???? ???? ????? ????,??,????????????????,kaynak,Içinde bir cesaret kaynagi vardi.
1,well chosen,,"Books, like friends, should be few and well chosen.",???? ????? ?????? ????,??????? ????? ????? ?????? ????? ?? ??? ???? ????? ?????? ??????,"??????? ?????? ?? ???? ?? ??? ???? ??? ?? ??? ???? ???? ???????
",?????,???????,??????,iyi seçilmis,Kitaplar da arkadaslar gibi az sayida ve iyi seçilmis olmalidir.
1,welt,,I could have welted him.,???? ?? ?????,???? ?????? ????? ???? ?? ???????,??? ??? ??? ?? ?? ???? ????,??,?????????,dünya,Onu öldürebilirdim.
2,welt,,I had him take off his shirt to show the large welt marks from being whipped.,????? ?????,??? ???? ????? ????? ????? ????? ????? ???? ??? ???? ???? ?????? ????? ?????? ???????,"??? ?? ??? ???? ???? ?????? ?? ??? ??? ???? ?? ???? ???? ???? ?? ??? ?????? ???? ?????
",??,???????,???????????,dünya,Kirbaçlanmanin neden oldugu büyük iz izlerini göstermek için gömlegini çikarmasini istedim.
1,welter,,"After the battle, the whole field was weltering.",?????? ???? ??????,?????? ???? ??? ????? ????? ?????? ???? ???????,??? ?? ??? ???? ????? ??? ??? ?? ?? ????,???,?????,?????????,kargasa,Savastan sonra tüm saha perisan haldeydi.
1,wen,,There was a wen on his arm.,?????? ????? ????,???? ??????? ??? ????? ?? ??? ??????,"?? ?? ???? ?? ??? ???? ????
",wen,??????????,wen,Kolunda bir wen vardi.
1,wench,,Everyone thought that she was a wench.,?????? ????,????? ?????? ?? ?? ???? ??? ?????? ?????,?? ?? ??? ?? ?? ??? ????? ???? ???,??,????????????,fahise,Herkes onun bir fahise oldugunu düsünüyordu.
1,wend,,We wended through the narrow streets.,???????? ?????,??? ??????? ???? ???? ?????,?? ??? ????? ?? ?????,??,??????????,dönüs,Dar sokaklardan geçtik.
1,went,,She went to the hospital yesterday.,?????,?? ????? ???? ??? ???? ?????,?? ?? ?????? ??? ?????,??,????????,gitmis,Dün hastaneye gitti.
2,went,,They went on a trip a few days ago.,?????? ?????,??? ????? ??????? ??? ???????? ???? ??????,?? ??? ?? ???? ??? ?? ????,??,??????????,gitmis,Birkaç gün önce bir geziye çiktilar.
1,wept,,He wept at the news of her death.,????,???? ???? ???? ?????? ????? ??? ????????,?? ?? ?? ??? ?? ??? ?? ?? ????,??,????????,????,agladi,Ölüm haberi üzerine agladi.
2,wept,,She wept because her brother teased her very much.,???? ???????,???? ????? ???? ??????? ???? ?????? ??? ??? ?? ?????? ???????,?? ?? ???? ????? ?????? ?? ?? ????? ?? ??? ??? ??????,??,???,???????????,agladi,Kardesi onunla çok dalga geçtigi için agladi.
1,were,,All of the dogs were alive.,???,???? ????? ??? ???????,???? ??? ???? ????,?,?????????,vardi,Köpeklerin hepsi hayattaydi.
1,werewolf,,The film is about a lawyer who turns into a werewolf.,????? ????? ?????? ????? ???? ????? ???? ???,??? ??? ????? ?????? ?????? ??? ????? ????? ?????? ????? ???? ????? ???? ??? ???? ????,??? ??? ???? ?? ???? ??? ?? ?? ??? ?????? ??? ?? ?????? ?? ??? ??? ????? ???? ???? ?? ???? ???,??,???????????????????,kurt adam,"Film, kurt adama dönüsen bir avukatin hikayesini konu aliyor."
1,west,,They live just west of here.,??????,???? ??? ?????? ?????? ?????? ??? ??????,?? ???? ?? ????? ???? ??? ???? ????,??,?????????,bati,Buranin hemen batisinda yasiyorlar.
1,westbound,,He is waiting for a westbound bus.,?????? ??? ???? ??? ,??? ??? ?????? ??? ???? ?????? ???? ???????,"?? ???? ?? ??? ???? ???? ?? ?? ?????? ?? ??? ???
",??,??????????????,batiya dogru,Batiya giden bir otobüsü bekliyor.
2,westerly,,We travelled in a westerly direction.,??????,???? ???? ?????? ???? ??? ????,"?? ?? ????? ??? ??? ??? ????
",??,???????,batiya dogru,Batiya dogru seyahat ettik.
3,western,,Old western movies are my favorites.,??????,??????? ?????? ?????? ???? ??? ??? ?????,????? ????? ????? ???? ??????? ????,?,??????????,batili,Eski western filmleri favorilerimdir.
1,westerner,,No westerner could fly in without a visa.,???????? ??????? ?????? ??? ????????? ?????? ??,?????? ??? ??????? ??????? ?? ??? ???? ???? ????? ??? ??????,???? ??? ?????? ???? ???? ?? ????? ??? ???? ?? ???? ????,???,????,???????????,batili,Hiçbir Batili vizesiz uçamaz.
1,westernisation,,The westernisation is visible in the other cities too.,??????? ,??????? ???? ????? ???? ???? ??? ??????? ??????,"????? ????? ??? ??? ????? ???? ??? ? ??? ???
",??,????????????,batililasma,Batililasma diger sehirlerde de görülüyor.
1,westernise,,The city has begun to westernize.,?????? ??? ?????? ?????? ????,???? ??? ???????? ?????? ??? ?????? ?????? ?????,??? ??? ????? ??? ?????? ?????? ???? ???? ??? ???,??,???????????,Batililasmak,Sehir batililasmaya basladi.
1,westernism,,More and more people are attracted towards westernism.,?????? ???,????? ?????? ????? ???? ??? ?????? ???? ??? ????? ??????,"????? ?? ????? ??? ???? ????? ?? ??? ???? ?? ??? ????
",????,???????????????,baticilik,Gittikçe daha fazla insan baticiliga yöneliyor.
1,westward,,They travelled in a westward direction.,????? ??? ?????,???? ???? ????? ??? ???? ??? ????,????? ?? ???? ?? ??? ??? ????,??,?????????,batiya dogru,Batiya dogru seyahat ettiler.
1,wet,,Don't touch the paint it is wet.,??????,????? ?? ????? ???? ??? ??? ?????? ?,??? ?? ?? ????? ?? ???? ???,??,??????????,islak,Boyaya islak oldugundan dokunmayin.
2,wet,,My hair is still wet.,??????,???? ??? ??? ????? ??? ???????,???? ??? ???? ??? ????? ??? ????,??,?????????,islak,Saçlarim hala islak.
3,wet,,The grass was wet.,???????? ???,????? ??? ???????? ????,???? ?? ????,??,?????,islak,Çimler islakti.
1,wetland,,There are some areas of wetland which are of ancient origin.,?????? ?????? ?????,????? ????????? ??????? ????? ??? ??????? ???????,????? ???? ?? ??? ???? ???? ??? ?? ???? ????,??,??????????????,sulak alan,Antik kökenli bazi sulak alanlar vardir.
1,wetness,,He felt wetness in the blanket.,?????????,????? ?????? ????? ???? ??????????,?? ?? ???? ??? ???? ?? ????? ???,??,????????????,islaklik,Battaniyenin islakligini hissetti.
1,wetted,,She wetted a towel.,?????? ????,????? ??? ????? ??????,?? ?? ????? ???? ????,??,?????????,islanmis,Bir havluyu islatti.
1,wettish,,"After several rains, the sky got bluer, the air also very wettish.",?????? ????,?????? ????? ???? ???? ????? ????? ??? ??? ???? ?????? ?????? ???? ????,"??? ?????? ?? ??? ????? ???? ?? ???? ??? ??? ??? ??? ???? ?? ????
",???,?????,??????,???????,yasal,"Birkaç yagmurdan sonra gökyüzü daha da mavilesti, hava da çok islakti."
1,whack,,He whacked the little boy for spilling milk.,??? ??? ????,???? ?????? ?????? ????? ??? ?????????? ????? ??? ????,"?? ?? ????? ??? ?? ???? ??????? ?? ??? ????? ???
",??,???????????,??????,vurmak,Süt döken küçük çocugu dövdü.
1,whacking,,The markets are making whacking profits.,?????? ?????? ????? ?????? ?????,???????? ???? ?????? ????? ??? ??????,"?????? ??? ????? ????? ??? ??? ????
",??,???????????,koskocaman,Piyasalar müthis karlar elde ediyor.
1,whacky,,She is whacky by nature.,???????,?? ???? ?????? ???? ????????,?? ?????? ??????? ???,???,??????,kaçik,Dogasi geregi kaçiktir.
1,whale,,The whale thrashed the water with its tail.,??? (???? ???? ?????? ?????),????? ????? ?????? ???? ???? ??? ????,??? ?? ???? ?? ?? ???? ?? ?????,?,???????????,balina,Balina kuyruguyla suyu dövüyordu.
1,wham,,Trucks whammed into each other.,???? ??? ???,????? ?? ??? ????? ???? ???? ????,????? ??? ????? ?? ??? ?? ???? ????,??,???????,vay,Kamyonlar birbirine çarpti.
2,wham,,The door struck him in the face with a wham.,???,???? ??????? ?????? ?? ??????? ??? ??? ???????,?????? ?? ?? ???? ?? ??? ?? ???? ?? ???? ????,??,??????????,vay,Kapi yüzüne bir darbeyle çarpti.
1,whang,,He gave a whang with his hammer.,???? ?? ?????? ??? ??? ?????,???? ????? ?????? ????? ???? ???? ???,?? ?? ???? ?????? ?? ???? ?? ?????,??,????“?”????,Ne,Çekiciyle bir vurus yapti.
1,wharf,,Our ship is on to the wharf. ,?????,??? ??????? ???? ??? ?????? ??????,????? ?????? ???? ???? ?? ???,??,??????????,iskele,Gemimiz iskeleye yanasti.
2,wharf,,The boatman changed direction and went towards the wharf.,???????,???? ???? ????? ??? ??? ???? ???????? ????,"???? ???? ?? ??? ?? ??????? ?? ??? ??? ????
",??,??????,??????,iskele,Kayikçi yön degistirip iskeleye dogru gitti.
1,wharve,,The storm badly damaged goods kept on wharves.,?????,???? ???? ?????? ????? ??????? ??? ??? ????? ?????,????? ?? ??????? ?? ???? ????? ?? ??? ??? ??? ????? ????????,??,???????????????,rihtim,"Firtina, rihtimlarda tutulan mallara agir hasar verdi."
1,what,,I don't know what jobs she's had in the last year.,???? ??????,??? ???? ??? ??? ?? ????? ????? ???????? ???? ?????? ????????,???? ???? ????? ?? ????? ??? ?? ?? ??? ??? ?? ????? ????,??,??????????????,Ne,Geçen yil hangi islerde çalistigini bilmiyorum.
1,whatever,,"Don't change your plans, whatever happens.", ??????? ???,????? ???????? ?? ???????? ??????? ??? ????????,???? ?? ??? ???? ??????? ?? ?? ??????,??,??????,??????????,Her neyse,Ne olursa olsun planlarinizi degistirmeyin.
2,whatever,,"Whatever he's paying you, I'll double.",??? ???,??? ??? ??? ??????? ??? ????? ????? ??? ????? ???????,?? ??? ???? ?? ?? ?? ???? ?? ? ??? ????? ??? ???,??,?????????,??????,Her neyse,Sana ne ödüyorsa iki katini ödeyecegim.
1,whatsoever,,He has no respect for authority whatsoever.,??? ???? ?????,????? ??? ??? ??????????? ????? ?????? ??? ??????? ??? ???? ??????,?? ??? ?? ??? ????????? ?? ???? ?????? ???? ???,??,???????????,ne olursa olsun,Otoriteye hiçbir sekilde saygisi yoktur.
1,wheat,,This year there was a huge crop of wheat and corn.,?????,????? ??? ??????? ??? ?????? ????? ?????? ????? ????,"?? ??? ????? ??? ???? ?? ??? ????? ??? ?????
",??,?????????????,bugday,Bu yil bugday ve misirda bol miktarda ürün vardi.
2,wheat,,We grow wheat here.,?????,???? ??? ?????? ????? ?????????,?? ???? ???? ????? ????,??,????????,bugday,Burada bugday yetistiriyoruz.
1,wheel,,He spun the wheel of his bicycle.,????,???? ????? ?????? ???????? ???? ?,?? ?? ???? ?????? ?? ???? ???????,??,??????????,teker,Bisikletinin tekerlegini döndürdü.
2,wheel,,He wheeled his motorcycle into the garage.,?????,???? ??? ???? ????????? ?????? ?????,?? ?? ???? ?????????? ????? ??? ???????,??,??????????,teker,Motosikletini garaja sürdü.
3,wheel,,It's a wheeled table.,??? ???,??? ??? ??? ??? ????,"?? ??? ????? ???? ??? ???
",??,???????????,teker,Tekerlekli bir masadir.
4,wheel,,You should carry a spare wheel in your car.,???,????? ??? ?????? ???? ???? ??? ????? ??? ???????,?? ?? ???? ??? ??? ????? ???? ????? ??????,??,??????????,teker,Arabanizda yedek lastik bulundurmalisiniz.
1,wheelcart,,The wheelcart needs repairing.,?????? ????,???????? ???? ???? ?????? ???????,"????? ?? ???? ?? ???? ???? ?? ????? ???
",??,???????,tekerlekli araba,Tekerlekli arabanin tamire ihtiyaci var.
